Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
Instagram,#Education,Tweet,India,921280,387296,3602,17054,Low
TikTok,#Tech,Video,Canada,2250089,115248,20570,36323,Medium
Twitter,#Viral,Tweet,India,2705979,443040,73168,26742,High
TikTok,#Comedy,Video,UK,472157,347400,81972,908,Medium
TikTok,#Tech,Post,USA,164014,242962,69777,28769,Low
Twitter,#Comedy,Tweet,Germany,2458815,13248,84534,32533,Low
Instagram,#Gaming,Reel,Germany,2513698,158723,61512,17584,Low
YouTube,#Fitness,Reel,Australia,1966190,364036,10977,10251,Low
TikTok,#Viral,Live Stream,Germany,1881796,29670,80020,1132,Medium
Instagram,#Comedy,Shorts,India,1691423,152626,11980,49620,Medium
TikTok,#Fitness,Shorts,Australia,202888,369105,67944,49302,Low
Twitter,#Tech,Reel,Australia,1495014,457417,92142,3572,High
Twitter,#Education,Live Stream,Australia,503484,324674,53727,34736,High
YouTube,#Dance,Live Stream,Germany,1765030,374462,98165,42776,Low
Twitter,#Fashion,Live Stream,USA,1044593,44066,31707,10987,High
Instagram,#Fitness,Shorts,Canada,3583230,21976,19513,33330,Low
YouTube,#Dance,Live Stream,India,2586294,43890,99333,48975,High
TikTok,#Comedy,Shorts,Australia,3835467,139347,80196,18716,Low
Instagram,#Dance,Live Stream,Brazil,2619842,462407,20536,35579,Low
Instagram,#Viral,Shorts,UK,2126536,193598,42420,29174,Medium
YouTube,#Comedy,Shorts,Australia,3893630,149567,65051,9178,Medium
YouTube,#Music,Tweet,Brazil,4667810,458201,6638,45579,High
TikTok,#Gaming,Live Stream,Brazil,168039,248372,76006,17287,High
Twitter,#Comedy,Post,India,3638397,450082,73662,9308,High
Twitter,#Education,Tweet,Japan,4355093,419656,83750,6972,Low
Twitter,#Gaming,Shorts,UK,2193984,469335,14834,25029,Medium
Twitter,#Viral,Tweet,Germany,3464955,224821,63786,9555,High
TikTok,#Viral,Tweet,Germany,1886018,21258,26419,39514,High
Instagram,#Tech,Video,India,1121577,171196,50556,19092,Medium
YouTube,#Education,Live Stream,India,1618622,30778,25340,46218,Low
Twitter,#Comedy,Shorts,Japan,2910127,458172,9766,37075,High
YouTube,#Tech,Video,Japan,2736776,192088,21628,43049,High
TikTok,#Viral,Reel,Canada,2148077,443339,88317,12054,High
YouTube,#Viral,Post,UK,2820538,368126,49957,34325,Medium
YouTube,#Music,Reel,India,1683188,12857,67163,35020,High
TikTok,#Gaming,Shorts,Germany,3154277,2037,40597,1561,Medium
TikTok,#Education,Post,Canada,1497125,92835,28862,26779,High
YouTube,#Fashion,Post,Australia,189735,353334,84368,36316,Medium
Instagram,#Gaming,Video,Australia,3576712,403450,97590,31542,Medium
Twitter,#Challenge,Reel,Australia,2487998,453538,89408,18733,Low
TikTok,#Music,Reel,Brazil,569180,209463,31428,22627,High
Twitter,#Education,Live Stream,Japan,2192147,229151,866,38879,Medium
YouTube,#Viral,Post,USA,3093369,25610,14721,32826,High
Instagram,#Challenge,Video,Brazil,4777385,385660,33183,36910,Medium
YouTube,#Fashion,Reel,UK,962435,63655,59077,41603,Low
Twitter,#Tech,Shorts,India,4534181,203286,71736,17073,High
YouTube,#Fashion,Live Stream,Japan,730087,3824,15633,34603,High
Twitter,#Challenge,Reel,India,4082324,256226,63193,18181,Low
YouTube,#Tech,Tweet,UK,4154463,105892,47232,43534,High
TikTok,#Viral,Live Stream,UK,3007477,237285,68950,21390,Low
Instagram,#Fashion,Reel,Canada,2711659,266006,6741,40856,Medium
TikTok,#Education,Live Stream,India,1876306,149927,65747,27923,High
Twitter,#Viral,Reel,UK,71277,187205,13956,34407,Low
Instagram,#Fitness,Tweet,Brazil,12365,150585,22791,10537,Low
TikTok,#Education,Reel,India,4166729,213917,75721,46135,Low
TikTok,#Dance,Video,Brazil,2877171,194774,63518,679,High
TikTok,#Fitness,Post,Brazil,2274614,97171,35263,30958,High
YouTube,#Music,Reel,USA,4503399,493775,72985,44144,Medium
Instagram,#Tech,Post,Australia,3535094,277346,18702,27624,High
YouTube,#Education,Shorts,Brazil,737845,258734,17484,7028,Medium
Twitter,#Comedy,Video,India,435830,288717,492,10374,Medium
TikTok,#Fitness,Video,Brazil,2693423,222683,32845,15899,High
Instagram,#Challenge,Live Stream,UK,4621169,273643,43438,18369,Medium
Twitter,#Comedy,Video,Japan,4185185,11304,89974,12613,High
Instagram,#Music,Live Stream,UK,1170696,429372,49207,49136,Low
TikTok,#Gaming,Video,USA,1215490,112430,80565,2738,Medium
Twitter,#Music,Tweet,Japan,3218850,182607,48640,15068,Medium
TikTok,#Fitness,Post,Germany,2206465,108422,93547,6106,Low
YouTube,#Comedy,Shorts,UK,1145845,286985,22315,26378,Low
YouTube,#Challenge,Tweet,India,1033019,459345,67564,42749,Medium
TikTok,#Viral,Post,Germany,2416729,370531,45676,35700,High
Twitter,#Gaming,Tweet,USA,1942872,108781,71823,49737,Medium
YouTube,#Comedy,Post,India,4713381,439146,82572,17212,High
TikTok,#Fashion,Video,Germany,2194817,62191,83327,16736,Medium
Instagram,#Challenge,Tweet,India,1150787,65081,31527,30435,Medium
YouTube,#Education,Reel,Australia,3865208,392633,38093,35867,Low
Twitter,#Challenge,Reel,Australia,2680307,263946,18402,30996,Low
Twitter,#Viral,Live Stream,UK,1332493,308312,80258,33772,High
Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457,Medium
TikTok,#Fitness,Post,Japan,2723438,27284,56796,28506,High
Twitter,#Comedy,Reel,Brazil,58002,227583,4238,44828,High
Twitter,#Comedy,Video,Canada,4925883,316798,20215,12908,High
YouTube,#Education,Video,Brazil,131069,228706,29198,32033,High
Instagram,#Dance,Shorts,Canada,3529950,52867,17076,23240,High
TikTok,#Comedy,Live Stream,Australia,4274328,51628,65728,40477,High
Instagram,#Music,Reel,Canada,2564894,135335,28533,7583,Medium
YouTube,#Comedy,Reel,Brazil,2316873,378566,70870,21370,High
YouTube,#Gaming,Tweet,UK,2889436,3090,98325,6440,Medium
Instagram,#Fitness,Reel,Japan,731621,11172,59313,35492,Low
YouTube,#Fitness,Tweet,Brazil,4992676,208217,31640,7211,Low
Twitter,#Education,Shorts,Brazil,1722843,246553,36913,1078,Medium
Twitter,#Comedy,Tweet,Japan,1478257,214006,34075,4887,Medium
YouTube,#Education,Video,Brazil,4514734,379897,38918,39164,High
Instagram,#Gaming,Shorts,Australia,2612014,187743,54867,13925,Medium
YouTube,#Fashion,Tweet,Germany,721066,233419,19504,20612,Medium
Twitter,#Comedy,Video,Brazil,539158,353308,56963,25082,High
Instagram,#Comedy,Shorts,Canada,4425278,417054,96321,45234,Medium
YouTube,#Dance,Tweet,India,4569636,460529,21363,19829,Medium
TikTok,#Comedy,Reel,Germany,2331434,254470,63786,40585,Low
TikTok,#Music,Post,Germany,2321225,141180,73404,20751,High
Instagram,#Challenge,Shorts,USA,1596330,438566,46359,10781,Medium
Instagram,#Dance,Shorts,Brazil,2568596,17463,27489,29011,Medium
Instagram,#Music,Tweet,Australia,1602583,95273,33154,31607,High
YouTube,#Challenge,Tweet,Australia,4042630,463439,13491,9970,High
TikTok,#Gaming,Video,Japan,1644851,298638,90093,8246,Low
Twitter,#Music,Reel,Canada,4813102,139163,69572,25727,High
YouTube,#Music,Tweet,USA,2436911,216568,32707,19949,Medium
Twitter,#Challenge,Tweet,Brazil,163743,224473,55311,4919,Medium
YouTube,#Music,Post,Brazil,2407043,77842,28524,16655,Medium
Instagram,#Education,Tweet,Germany,946340,417158,91240,25016,Low
Instagram,#Comedy,Reel,UK,3747884,82226,76069,31192,Medium
TikTok,#Tech,Video,Japan,4199267,328742,88715,29237,Medium
TikTok,#Music,Reel,Canada,4909699,192610,29375,34738,High
Twitter,#Education,Video,UK,3631559,342320,77277,42683,High
Twitter,#Education,Post,Canada,438926,418878,61638,26939,High
Instagram,#Challenge,Tweet,Canada,3093066,372946,38682,18578,High
YouTube,#Dance,Video,UK,1603866,238566,18807,26566,Medium
Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864,Low
Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561,Low
Twitter,#Dance,Live Stream,Brazil,772421,247479,23789,12567,High
TikTok,#Music,Reel,India,1772246,493760,4974,31362,Low
Instagram,#Education,Shorts,Japan,4660917,108250,64438,46473,Low
YouTube,#Fashion,Post,Germany,126887,164296,64233,4209,High
YouTube,#Fitness,Shorts,India,3424500,479439,45234,17018,High
YouTube,#Gaming,Post,Germany,3895699,248131,52488,39519,Low
TikTok,#Comedy,Video,Japan,75475,85849,52358,44489,Medium
Twitter,#Viral,Post,Australia,4815367,353822,49194,24139,Medium
YouTube,#Dance,Video,India,3148221,85754,68644,17491,Low
Instagram,#Viral,Shorts,USA,3233563,150813,58386,1709,Low
Instagram,#Music,Tweet,Brazil,3824375,327312,21152,33353,Low
Instagram,#Viral,Shorts,Australia,1004552,189682,46042,10235,Medium
TikTok,#Fitness,Live Stream,USA,3269477,35752,21135,8550,Low
Instagram,#Fashion,Tweet,USA,481808,61671,7895,34339,Low
TikTok,#Music,Shorts,Brazil,696436,342863,72320,35891,Low
YouTube,#Dance,Reel,Canada,4701021,315148,11535,1792,Medium
YouTube,#Fitness,Live Stream,Canada,1546021,17786,66926,20602,Low
TikTok,#Fitness,Post,Brazil,3504067,17759,35751,7695,High
Instagram,#Music,Reel,UK,3816051,462424,91866,41600,High
YouTube,#Dance,Live Stream,India,254262,162743,48675,19106,Low
YouTube,#Viral,Video,UK,497552,297185,73947,641,Medium
YouTube,#Music,Tweet,Brazil,3225580,37018,52907,33089,Medium
Instagram,#Gaming,Video,Canada,4336522,340438,51068,2711,Medium
Twitter,#Music,Tweet,USA,3912292,422606,17064,4866,High
TikTok,#Education,Reel,Canada,2097593,470212,25616,38553,Low
Instagram,#Music,Live Stream,Japan,1922920,346738,31025,28656,Low
TikTok,#Fashion,Tweet,Australia,1425733,248984,28436,18316,High
Twitter,#Music,Live Stream,USA,580864,103465,61418,35190,High
YouTube,#Dance,Video,Australia,1175324,386762,41178,14302,Medium
Twitter,#Education,Video,Australia,3768701,155300,63361,36129,High
TikTok,#Challenge,Post,UK,4896941,498119,72555,17441,Medium
Instagram,#Tech,Live Stream,UK,706597,69502,74826,29444,Low
YouTube,#Viral,Live Stream,Germany,2202632,334540,11889,34157,High
TikTok,#Fashion,Video,India,1921116,184294,14637,49378,Low
YouTube,#Education,Post,Japan,1159351,420250,27287,11919,High
Instagram,#Challenge,Reel,UK,4402298,311108,37588,11747,Low
Instagram,#Fitness,Shorts,USA,4421041,282996,32876,25568,Medium
Twitter,#Gaming,Tweet,Canada,4695987,154844,98585,41625,High
TikTok,#Comedy,Post,Canada,4052947,12513,92796,34676,Medium
YouTube,#Viral,Shorts,UK,2529356,62626,51604,9450,High
Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706,High
YouTube,#Viral,Tweet,USA,377017,45347,90037,7314,Medium
YouTube,#Gaming,Reel,Canada,1197713,480028,4619,28503,High
YouTube,#Challenge,Shorts,USA,685501,323225,86718,942,High
Twitter,#Fitness,Reel,USA,4546322,274686,66066,11339,Medium
TikTok,#Fitness,Reel,Canada,4713541,333744,29836,35318,Medium
Instagram,#Viral,Video,Australia,1060579,3040,27023,2492,Medium
Instagram,#Comedy,Live Stream,USA,410897,318387,21785,34447,High
Instagram,#Education,Shorts,Germany,4726108,458831,19832,13777,High
YouTube,#Education,Video,Brazil,770800,35563,35816,14691,High
Twitter,#Comedy,Video,USA,4533943,426510,48183,8972,Medium
YouTube,#Fitness,Video,Germany,1270412,89497,4376,37047,High
TikTok,#Comedy,Reel,UK,1756485,100469,98551,12449,Low
TikTok,#Music,Live Stream,India,2829947,427028,21324,41946,Medium
Instagram,#Fashion,Live Stream,UK,3243480,129261,28764,26090,High
Instagram,#Viral,Post,Germany,3735626,401542,46135,21504,Medium
Twitter,#Comedy,Shorts,Germany,4498516,43442,4784,20611,High
Twitter,#Comedy,Post,Canada,1618175,479812,23146,21565,Low
TikTok,#Viral,Live Stream,India,4451895,37935,75953,5049,Medium
Twitter,#Fashion,Live Stream,India,3418485,381998,46412,12524,High
Instagram,#Fashion,Video,Germany,4546358,102608,86881,9657,Medium
Instagram,#Dance,Video,Brazil,1430779,315712,1000,5052,Low
Instagram,#Challenge,Reel,USA,228932,378052,98315,7270,High
Instagram,#Fashion,Shorts,Canada,965970,292954,63900,42310,Medium
Instagram,#Gaming,Post,Germany,4926990,270638,91444,45562,High
TikTok,#Gaming,Shorts,India,669836,263122,65316,40965,Medium
Twitter,#Fashion,Reel,Australia,2961889,127008,56377,5965,Medium
YouTube,#Fitness,Tweet,Canada,4516859,6718,93371,39835,Low
YouTube,#Tech,Live Stream,Brazil,3707778,357641,98906,36604,Medium
Twitter,#Fitness,Shorts,Australia,3611304,361772,97629,18007,High
TikTok,#Music,Reel,USA,3313871,187673,20108,13412,Medium
TikTok,#Education,Reel,Brazil,3999565,142354,67251,9930,High
YouTube,#Dance,Shorts,USA,650479,96466,68604,9627,Low
Twitter,#Viral,Post,Brazil,4365247,320273,13480,21042,High
Instagram,#Fitness,Video,UK,202210,289749,57498,29545,High
Twitter,#Viral,Live Stream,UK,4066789,201905,49387,17566,High
YouTube,#Tech,Video,Australia,1189401,477715,32182,43920,Low
TikTok,#Challenge,Post,USA,2750438,214384,71731,19226,Medium
YouTube,#Viral,Video,Australia,540884,177369,13503,5565,High
Instagram,#Dance,Shorts,Germany,2100020,314357,71376,21215,High
TikTok,#Comedy,Live Stream,India,952111,156942,6001,23683,Medium
Instagram,#Viral,Shorts,Brazil,2337596,467029,77732,4729,Low
YouTube,#Fashion,Video,UK,1936713,220029,88576,32486,Low
YouTube,#Comedy,Post,Brazil,1178485,168174,81549,41849,Low
Twitter,#Challenge,Live Stream,UK,1738252,172464,4136,47211,Medium
TikTok,#Challenge,Live Stream,UK,1948873,480313,50464,32966,Medium
Instagram,#Education,Shorts,Japan,4440766,432244,61567,31213,Low
YouTube,#Fashion,Reel,Germany,1259577,417867,13002,27756,Medium
TikTok,#Dance,Tweet,Australia,4385439,312854,58495,30380,Medium
Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075,High
YouTube,#Music,Live Stream,Japan,3899621,283580,75787,8200,Low
Twitter,#Viral,Video,UK,4426493,32332,47970,18676,High
YouTube,#Viral,Video,Brazil,2854666,173661,87934,21327,Medium
Instagram,#Education,Tweet,USA,2425779,288690,80963,22285,Low
Twitter,#Fitness,Reel,Canada,1630820,161765,88321,21591,High
Twitter,#Comedy,Tweet,USA,930160,202154,89158,36847,High
Twitter,#Viral,Live Stream,Japan,2075933,83816,4897,15213,Low
TikTok,#Education,Tweet,India,1871957,1256,81191,20129,Medium
Twitter,#Dance,Post,USA,486370,493571,78894,34860,Low
Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881,Medium
Instagram,#Tech,Post,Canada,4367832,28067,57644,1618,High
Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195,Medium
Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710,Medium
YouTube,#Music,Reel,India,2467372,384542,77706,4834,Medium
Twitter,#Gaming,Post,Brazil,819788,22786,16574,2214,Medium
YouTube,#Comedy,Shorts,Brazil,4515293,346046,73947,36662,Low
YouTube,#Education,Live Stream,USA,4548049,300048,92372,25500,High
TikTok,#Dance,Reel,Japan,3450680,369198,10798,15263,Medium
TikTok,#Music,Reel,UK,2737221,436890,74251,15461,Low
Twitter,#Comedy,Post,Australia,840340,454952,65380,23404,High
YouTube,#Education,Live Stream,Germany,3510131,3548,81158,28556,High
Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359,Medium
YouTube,#Comedy,Tweet,Australia,125076,301148,86551,48639,Low
YouTube,#Education,Reel,Canada,598274,76122,62694,4891,High
Twitter,#Education,Reel,India,464125,483645,8641,4652,Medium
Instagram,#Challenge,Shorts,Germany,821533,342870,79554,16318,Low
YouTube,#Fitness,Post,Australia,2519050,180932,12968,12148,Low
YouTube,#Fitness,Shorts,USA,3726359,101243,10095,43058,High
Instagram,#Fitness,Tweet,Brazil,3616113,50849,51541,5257,Medium
Twitter,#Fitness,Tweet,Canada,1826580,272598,66186,46956,Low
Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940,Low
TikTok,#Gaming,Shorts,Germany,4925713,126438,93149,26192,Medium
Instagram,#Tech,Live Stream,Canada,4926887,377993,44337,34514,Medium
Instagram,#Comedy,Video,USA,2176834,489451,95563,19558,High
Twitter,#Music,Post,Canada,149357,282149,87637,35480,Medium
YouTube,#Viral,Video,Germany,1494759,175825,6072,28977,High
TikTok,#Comedy,Tweet,Canada,1862650,430821,70873,12179,Medium
TikTok,#Fashion,Live Stream,Japan,2661370,341057,24053,21815,Medium
Instagram,#Fashion,Tweet,Germany,3582719,222267,74127,44442,High
TikTok,#Challenge,Live Stream,Australia,750309,254612,13280,27574,Medium
Twitter,#Tech,Reel,Brazil,1212616,284049,75797,20699,Medium
YouTube,#Dance,Tweet,India,916759,253924,68925,30788,Low
Instagram,#Challenge,Live Stream,UK,4498056,491674,95872,47593,High
YouTube,#Viral,Reel,Australia,3323833,435817,85531,10295,Medium
YouTube,#Music,Shorts,India,2828967,490999,94153,16839,High
YouTube,#Comedy,Post,Canada,2162476,223044,6862,17678,High
Twitter,#Dance,Reel,UK,2363818,203582,76418,3874,High
YouTube,#Gaming,Video,Japan,1619481,48034,68983,7422,High
TikTok,#Challenge,Reel,Australia,4889698,335718,85215,14194,High
TikTok,#Education,Reel,USA,2506158,209749,55250,28441,Medium
TikTok,#Music,Live Stream,Canada,3731215,85106,40033,6545,Medium
TikTok,#Viral,Tweet,Germany,731415,432608,183,19906,High
Instagram,#Challenge,Shorts,Canada,4050217,331829,65620,38905,Medium
YouTube,#Fitness,Tweet,Brazil,253831,356415,95650,37240,Low
YouTube,#Viral,Post,Japan,2190234,240911,81339,14835,Low
YouTube,#Education,Tweet,Japan,3244574,246935,33822,36503,Low
YouTube,#Fitness,Shorts,Canada,172032,61620,79754,2201,Medium
Twitter,#Dance,Video,Brazil,4577055,10189,21707,32963,High
YouTube,#Fitness,Shorts,Australia,3437531,484792,65586,49621,Medium
YouTube,#Dance,Video,Japan,2454688,386172,96666,10872,Medium
TikTok,#Gaming,Tweet,India,3375757,368767,14499,46981,High
YouTube,#Gaming,Video,Canada,4214191,468817,17311,32853,Medium
Twitter,#Tech,Reel,Germany,4937731,271763,20030,7030,Medium
TikTok,#Viral,Live Stream,Germany,2360576,155459,19460,32963,Low
Instagram,#Education,Shorts,Germany,2757834,276600,2866,32837,Low
Twitter,#Education,Tweet,India,2063181,239205,91849,32228,High
Twitter,#Music,Reel,USA,3865376,447014,7792,24112,High
YouTube,#Music,Live Stream,Brazil,1541499,475565,3796,18382,Low
YouTube,#Comedy,Live Stream,USA,1344792,449897,18592,42691,High
Instagram,#Tech,Live Stream,Germany,3184440,427144,76762,16306,High
YouTube,#Gaming,Shorts,UK,288978,134592,30125,13424,Medium
YouTube,#Comedy,Shorts,Japan,2525420,342345,97958,35913,Low
Twitter,#Comedy,Post,UK,4674026,14183,71809,4162,Low
YouTube,#Tech,Reel,Brazil,3385451,448723,7234,43129,Low
YouTube,#Fashion,Video,Germany,4480208,192047,40789,19329,High
YouTube,#Comedy,Post,Australia,836115,492019,57301,31743,High
Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739,Medium
TikTok,#Challenge,Tweet,Canada,1649017,231068,47895,22587,High
Instagram,#Education,Tweet,Brazil,3233439,234569,33026,19726,High
Instagram,#Fashion,Video,USA,1745859,326923,67496,2336,High
YouTube,#Challenge,Reel,Brazil,4540861,63459,21936,36939,Medium
Twitter,#Viral,Post,USA,3368920,471654,86384,1266,Medium
YouTube,#Viral,Live Stream,USA,779573,185117,41077,26964,High
Instagram,#Dance,Post,India,4669272,368176,25124,26215,Medium
Twitter,#Dance,Tweet,India,920290,158850,294,20188,Medium
TikTok,#Tech,Live Stream,Brazil,880025,262765,56763,25619,Low
Twitter,#Fashion,Live Stream,USA,1876032,167583,51085,16692,Low
YouTube,#Tech,Live Stream,Canada,4695675,332129,80070,7343,Medium
Instagram,#Education,Post,Australia,3909608,328265,91682,28567,High
Instagram,#Viral,Video,India,84988,3961,66175,7174,Low
TikTok,#Fashion,Shorts,Australia,4503451,199050,10299,7649,Medium
Instagram,#Dance,Reel,USA,3869119,243254,45272,41026,Medium
TikTok,#Fitness,Tweet,Japan,22280,294546,89803,22578,Medium
Instagram,#Fashion,Live Stream,Japan,2510654,222047,42335,18710,Low
TikTok,#Music,Post,USA,1004040,474058,29602,28975,High
Twitter,#Viral,Video,USA,281947,466399,94427,35399,Low
Twitter,#Gaming,Post,Canada,435189,338107,45878,11224,Low
TikTok,#Comedy,Video,Canada,4059525,396471,82515,13107,Low
Instagram,#Fashion,Tweet,USA,1454497,198979,27467,43108,High
Instagram,#Gaming,Video,UK,4636106,119192,74078,46366,Low
Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507,High
Twitter,#Tech,Tweet,Japan,4089138,395765,32976,3225,Low
TikTok,#Education,Post,UK,1467996,218173,15234,44846,Low
Twitter,#Dance,Tweet,Germany,2628041,30963,1657,17698,Medium
